,Title,Image,Total Time,Yields,Ingredients,Instructions
3,Divine Chicken with Green Beans,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F966865.jpg,20,4 Servings,"['2 tablespoons olive oil', '1 pound skinless, boneless chicken breast halves - diced', '1 tablespoon minced garlic, or to taste', '¼ cup thinly sliced onion', '12 ounces fresh or frozen green beans', '¼ cup grated Parmesan cheese', '3 tablespoons heavy cream']","Heat the oil in a large skillet over medium-high heat. Add the chicken and cook until browned. Add garlic and onion, and reduce the heat to medium. Cook and stir just until fragrant. Mix in the green beans, cover and cook to your desired doneness, at least 5 minutes.
Uncover, and stir in the cream and cheese just until everything is coated. Remove from the heat and enjoy."
4,Chicken Wing Dip,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7218765.jpg,40,16 servings,"['2 (8 ounce) packages cream cheese, softened', ""¾ cup pepper sauce (such as Frank's Red Hot®)"", '1 cup Ranch-style salad dressing', '2 cups diced cooked chicken', '1 cup shredded Cheddar cheese']","Preheat the oven to 350 degrees F (175 degrees C).
In a medium bowl, stir together the cream cheese and hot pepper sauce until well blended. Mix in the Ranch dressing, chicken and Cheddar cheese. Spread into a 9x13 inch baking dish.
Bake for 30 minutes in the preheated oven. If oil collects on the top, dab it off using a paper towel. Serve with tortilla chips."
5,Shirazi Salad,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F121111.jpg,15,6 servings,"['2 large tomatoes, diced', '2 medium cucumbers, peeled and diced', '1 large onion, diced', '1 tablespoon lemon juice', '½ teaspoon salt']","In a medium serving dish, toss the tomatoes, cucumbers and onion with lemon juice and salt."
6,Maple Glazed Pork Loin,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F87548.jpg,190,10 servings,"['1 (5 pound) pork loin roast', '¼ cup butter, melted', '¼ cup white vinegar', '⅓ cup light maple flavored pancake syrup', '1 tablespoon cornstarch', '¼ cup brown sugar']","Place the roast into a large resealable bag. In a small bowl, stir together the melted butter, vinegar, pancake syrup, cornstarch and brown sugar. Pour into the bag with the roast. Seal, and turn to coat. Refrigerate for 2 hours.
Preheat the oven to 350 degrees F (175 degrees C). Place the roast into a roasting pan or large Dutch oven, and pour the marinade over it.
Cover, and roast for 1 hour in the preheated oven. Remove the lid, and continue roasting until the top is browned and the internal temperature is at least 145 degrees F (63 degrees C) when taken with a meat thermometer. Remove from the oven, and let rest for about 10 minutes before carving. The internal temperature should increase by 10 degrees."
7,Beef Kabobs with Parmesan Orzo,https://images.media-allrecipes.com/userphotos/250x250/976251.jpg,40,4 serving(s),"['1 pound boneless beef top sirloin steak, cut 1 inch thick', '2 red or yellow bell peppers, cut into 1-inch pieces', '1 tablespoon chopped fresh basil', '1 tablespoon prepared Italian dressing', '2 large cloves garlic, minced', '1 cup dried orzo pasta, cooked', '2 tablespoons chopped fresh basil or parsley', '2 tablespoons Safeway SELECT Verdi Shredded Parmesan Cheese', '2 teaspoons olive oil']","Soak eight 8-inch bamboo skewers in water 10 minutes.
Cut beef steak into 1-1/4-inch pieces. Toss beef and bell peppers with 1 tablespoon basil, dressing and garlic in large bowl. Alternately thread beef and peppers onto skewers.
Toss orzo ingredients in medium bowl; keep warm.
Place kabobs on grid over medium, ash-covered coals. Grill, uncovered, about 8 to 10 minutes for medium rare to medium doneness, turning occasionally. Serve with orzo."
8,Grilled Chuck Steak,https://images.media-allrecipes.com/userphotos/250x250/979216.jpg,385,4 serving(s),"['1 cup finely chopped onion', '1 cup ketchup', '1/3 cup packed brown sugar', '1/3 cup red wine vinegar', '1 tablespoon Worcestershire sauce', '1/4 teaspoon crushed red pepper', '2 pounds beef chuck 7-bone steak, cut 3/4 to 1 inch thick']","Combine onion, ketchup, brown sugar, vinegar, Worcestershire sauce, and red pepper in medium bowl. Place beef steak and 1 cup marinade in food-safe plastic bag; turn to coat. Close bag securely and marinate in refrigerator 6 hours or as long as overnight, turning occasionally. Refrigerate remaining marinade.
Preheat grill. Remove steak; discard marinade in bag. Place steak on grid over medium, ash-covered coals. Grill, uncovered, turning occasionally, 15 to 18 minutes for medium rare to medium doneness.
Meanwhile, place remaining marinade in small saucepan; bring to a boil. Reduce heat; simmer 10 to 15 minutes or until sauce consistency, stirring occasionally.
Cut steak into serving-size pieces. Serve with sauce."
9,Burgundy Beef and Vegetable Stew,https://images.media-allrecipes.com/userphotos/250x250/985362.jpg,150,6 serving(s),"['1 1/2 pounds beef for stew, cut in 1 inch pieces', '1 tablespoon vegetable oil', '1 teaspoon dried thyme', '1/2 teaspoon salt', '1/2 teaspoon pepper', '1 (14 ounce) can ready-to-serve beef broth', '1/2 cup Burgundy wine', '3 large cloves garlic, minced', '1 1/2 cups baby carrots', '1 cup frozen whole pearl onions', '2 tablespoons cornstarch dissolved in', '2 tablespoons water', '1 (8 ounce) package frozen sugar snap peas']","Heat oil in Dutch oven over medium heat until hot. Brown beef in batches; drain off drippings. Return beef to pan; season with thyme, salt and pepper.
Stir in broth, wine and garlic; bring to a boil. Reduce heat; cover tightly and simmer 1-1/4 hours. Stir in carrots and onions; continue cooking, covered, 30 to 45 minutes or until beef and vegetables are tender.
Stir cornstarch mixture and add to Dutch oven; cook and stir 1 minute or until thickened. Stir in sugar snap peas. Cook 3 to 4 minutes or until heated through."
10,Italian Beef and Pasta,https://images.media-allrecipes.com/userphotos/250x250/976763.jpg,135,4 serving(s),"['1 1/4 pounds boneless beef chuck steaks, cut 1/2 inch thick', '1 tablespoon vegetable oil', '1 medium onion, chopped', '1 large clove garlic, minced', '1 teaspoon dried Italian seasoning', '1 (14.5 ounce) can Italian-style stewed tomatoes, undrained, broken up', '1 (14.5 ounce) can ready-to-serve beef broth', '1/4 cup dry red wine', '1/2 pound small mushrooms, halved', '1 1/2 cups uncooked mostaccioli', '2 tablespoons grated Parmesan cheese']","Cut beef steaks into 1-inch pieces. Heat oil in Dutch oven over medium heat until hot. Brown beef, 1/2 at a time; remove. Pour off drippings.
Add onion, garlic and Italian seasoning to Dutch oven; cook and stir 2 minutes. Add beef, tomatoes, broth and wine; bring to a boil. Reduce heat; cover tightly and simmer 1-1/2 hours or until beef is tender.
Stir in mushrooms and mostaccioli; continue cooking, covered, 20 minutes. Uncover; continue cooking 10 minutes or until pasta is tender. Stir in cheese."
11,Grilled Lime-Cilantro Beef Chuck Steaks,https://images.media-allrecipes.com/userphotos/250x250/992605.jpg,150,4 serving(s),"['3 tablespoons fresh lime juice', '3 tablespoons water', '1 small jalapeno pepper, minced', '1 tablespoon chopped fresh cilantro', '1 large clove garlic, minced', '1/4 teaspoon ground cumin', '4 boneless beef chuck eye steaks, cut 3/4 to 1 inch thick']","Combine lime juice, water, jalapeno pepper, cilantro, garlic, and cumin in small bowl. Place beef steaks and marinade in food-safe plastic bag; turn to coat. Close bag securely and marinate in refrigerator 1 to 2 hours, turning occasionally.
Preheat barbecue grill. Remove steaks; discard marinade. Place steaks on grid over medium, ash-covered coals. Grill, uncovered, 16 to 20 minutes for medium rare to medium doneness, turning occasionally. Season with salt and pepper."
12,Moo Shu Beef,https://images.media-allrecipes.com/userphotos/250x250/981679.jpg,50,4 serving(s),"['1/2 ounce dried shiitake mushrooms (optional)', '1 pound beef flank steak or boneless top sirloin or top round steak, cut 3/4 inch thick', '2 tablespoons reduced-sodium soy sauce', '2 tablespoons water', '1 tablespoon dark sesame oil', '2 teaspoons sugar', '2 cloves garlic, minced', '3 cups packaged coleslaw mix', '2/3 cup sliced green onions', '1 tablespoon cornstarch dissolved in', '1/4 cup water', '8 medium flour tortillas, warmed', '1/3 cup hoisin sauce']","Soak mushrooms in 1 cup hot water 20 minutes or until softened. Drain well; remove and discard stems. Cut caps into thin strips.
Cut beef steak lengthwise in half, then crosswise into thin strips. Stack 3 or 4 strips at a time; cut lengthwise in half. Combine soy sauce, water, sesame oil, sugar, and garlic in large bowl. Add beef; toss. Refrigerate 20 minutes.
Drain beef, discarding marinade. Heat large nonstick skillet over medium-high heat until hot. Add 1/2 of beef; stir-fry 1 to 2 minutes or until outside surface of beef is no longer pink. (Do not overcook.) Remove. Repeat with remaining beef. Combine beef, mushrooms, coleslaw mix, green onions and cornstarch mixture in skillet. Cook and stir until sauce is thickened and bubbly.
Spread hoisin sauce on tortillas; spoon beef mixture down center. Fold bottom edge over filling; fold right and left sides to center, overlapping."
13,Quick & Spicy Beef Chuck Steaks,https://images.media-allrecipes.com/userphotos/250x250/978768.jpg,30,4 serving(s),"['1 tablespoon vegetable oil', '2 cloves garlic, minced', '1 teaspoon chili powder', '1/2 teaspoon dried oregano', '1/2 teaspoon crushed red pepper', '1/4 cup red wine vinegar', '1/4 teaspoon sugar', '4 boneless beef chuck eye steaks, cut 3/4 inch thick', '1/2 teaspoon salt']","Combine oil, garlic, chili powder, oregano and red pepper in small skillet; cook over medium heat 2 to 3 minutes. Cool slightly. Stir in vinegar and sugar. Place beef steaks and marinade in food-safe plastic bag; turn to coat. Close bag securely and marinate in refrigerator 30 minutes.
Remove steaks; discard marinade. Heat large nonstick skillet over medium heat until hot. Place steaks in skillet; cook 9 to 11 minutes for medium rare to medium doneness, turning once. Season with salt."
14,Beef Rib Roast With Browned Vegetables,https://images.media-allrecipes.com/userphotos/250x250/976271.jpg,210,8 serving(s),"['1 (6 pound) beef rib roast (2 to 4 ribs), small end, chine (back) bone removed', '3 cloves garlic, minced', '1 1/2 teaspoons lemon pepper', '8 small red-skinned potatoes, cooked', '8 boiling onions, cooked', '8 carrots, cut into 2-inch pieces, cooked']","Heat oven to 350 degrees F. Combine garlic and lemon pepper; press onto beef roast. Place roast, fat side up, in shallow roasting pan. Insert ovenproof meat thermometer so tip is centered in thickest part of beef, not resting in fat or touching bone. Do not add water or cover. Roast in 350 degrees F oven 2-1/4 to 2-1/2 hours for medium rare; 2-3/4 to 3 hours for medium doneness.
Remove roast when meat thermometer registers 135 degrees F for medium rare; 150 degrees F for medium. Transfer to board; tent with foil. Let stand 15 to 20 minutes. (Temperature will continue to rise about 10 degrees F to reach 145 degrees F for medium rare; 160 degrees F for medium.)
Remove all but 2 tablespoons drippings from pan. Add vegetables; cook over medium-high heat 5 minutes or until lightly browned, stirring occasionally. Carve roast. Serve with vegetables."
15,Asian Beef Salad,https://images.media-allrecipes.com/userphotos/250x250/976272.jpg,30,4 serving(s),"['2 boneless beef top loin steaks, cut 1 inch thick', '1/2 medium red onion, cut into thin wedges', '3 tablespoons chopped fresh cilantro', '4 cups torn salad greens or sliced napa cabbage', '2 tablespoons chopped peanuts (optional)', 'Citrus-Soy Dressing:', '2 tablespoons fresh lime juice', '2 tablespoons soy sauce', '1 tablespoon sugar', '2 teaspoons dark sesame oil', '1 serrano pepper, seeded, finely chopped', '1 large garlic clove, minced']","Heat large nonstick skillet over medium heat until hot. Place beef steaks in skillet; cook 12 to 15 minutes for medium rare to medium doneness, turning occasionally. Remove; let stand 10 minutes.
Whisk dressing ingredients in small bowl until blended.
Carve steaks. Combine beef, onion and cilantro in medium bowl. Add dressing; toss. Serve on salad greens. Sprinkle with peanuts."
16,Chili Salsa Beef,https://images.media-allrecipes.com/userphotos/250x250/977966.jpg,165,4 serving(s),"['1 1/2 pounds beef for stew, cut in 1-1/4-inch pieces', '1 tablespoon Safeway SELECT Verdi Olive Oil', '1 cup prepared thick-and-chunky salsa', '2 tablespoons packed brown sugar', '1 tablespoon reduced-sodium soy sauce', '1 clove garlic, minced', '1/3 cup chopped fresh cilantro', '2 tablespoons fresh lime juice', '2 cups hot cooked rice']","Heat oil in Dutch oven over medium heat until hot. Brown beef in batches; pour off drippings. Return beef to pan.
Stir in salsa, sugar, soy sauce and garlic; bring to a boil. Reduce heat; cover tightly and simmer 1-3/4 to 2-1/4 hours or until beef is fork-tender. Stir in cilantro and lime juice. Serve over rice."
17,Easy Beef Stroganoff,https://images.media-allrecipes.com/userphotos/250x250/981680.jpg,25,4 serving(s),"['1 pound beef round tip steaks, cut 1/8 to 1/4 inch thick', '1 clove garlic, minced', '4 teaspoons vegetable oil', '1/4 teaspoon salt', '1/4 teaspoon pepper', '1/2 pound mushrooms, sliced (1/2-inch)', '1 (.75 ounce) packet brown gravy mix', '4 cups wide egg noodles, cooked', '1/4 cup Lucerne Sour Cream']","Stack beef steaks; cut lengthwise in half, then crosswise into 1-inch wide strips. Toss with garlic.
Heat 2 teaspoons oil in large nonstick skillet over medium-high heat until hot. Add 1/2 of beef; stir-fry 1 minute or until outside surface of beef is no longer pink. (Do not overcook.) Remove. Repeat with remaining beef. Season with salt and pepper.
Heat remaining 2 teaspoons oil in same skillet over medium-high heat until hot. Add mushrooms; cook and stir 2 minutes or until tender. Remove from heat. Add gravy mix and 1 cup cold water; blend well. Bring to a boil. Reduce heat; simmer 1 minute or until sauce is thickened, stirring frequently. Stir in beef; heat through. Serve over noodles. Pass sour cream."
18,Pot Roast with Vegetables,https://images.media-allrecipes.com/userphotos/250x250/992618.jpg,195,6 serving(s),"['1 teaspoon dried oregano', '1 clove garlic, minced', '1/2 teaspoon salt', '1/2 teaspoon lemon pepper', '1 (3 pound) boneless beef chuck arm pot roast', '1 tablespoon vegetable oil', '8 small red-skinned potatoes, halved', '2 large carrots, cut into 2-1/2 x 1/2-inch pieces', '2 large parsnips, cut into 2-1/2 x 1/2-inch pieces', '1 small leek, cut into 1-1/2 inch pieces', '1 1/2 tablespoons cornstarch dissolved in', '3 tablespoons water']","Combine oregano, garlic, salt, and lemon pepper; press onto beef pot roast. Heat oil in Dutch oven over medium heat until hot. Brown pot roast. Pour off drippings.
Add 3/4 cup water; bring to a boil. Reduce heat; cover tightly and simmer 2 hours. Add potatoes, carrots, parsnips, and leek; continue cooking, covered, 30 to 45 minutes or until pot roast and vegetables are fork-tender. Remove pot roast and vegetables; keep warm.
Skim fat from cooking liquid. Measure and return 2 cups cooking liquid to Dutch oven. Stir in cornstarch mixture; cook and stir 1 minute or until thickened and bubbly. Carve pot roast. Serve with vegetables and sauce."
19,Beef Rib Roast with Yorkshire Puddings,https://images.media-allrecipes.com/userphotos/250x250/981266.jpg,210,10 serving(s),"['6 pounds beef rib roast (2 to 4 ribs), small end, chine (back) bone removed', '6 cloves garlic, minced', '1 1/2 teaspoons dried thyme', '1 teaspoon cracked black pepper', 'Yorkshire Puddings:', '1 cup all-purpose flour', '2 tablespoons snipped fresh chives', '1/4 teaspoon salt', '1/4 teaspoon dried thyme', '1 cup Lucerne milk', '2 Lucerne eggs', '2 tablespoons Lucerne butter, melted']","Heat oven to 350 degrees F. Combine garlic, thyme and pepper; press onto beef roast. Place roast, fat side up, in shallow roasting pan. Insert ovenproof meat thermometer so tip is centered in thickest part of beef, not resting in fat or touching bone. Do not add water or cover. Roast for 2-1/4 to 2-1/2 hours for medium rare; 2-3/4 to 3 hours for medium doneness.
Remove roast when meat thermometer registers 135 degrees F for medium rare; 150 degrees F for medium. Tent with foil. Let stand 20 minutes. (Temperature will continue to rise about 10 degrees F to reach 145 degrees F for medium rare; 160 degrees F for medium.) Carve roast. Season with salt. Serve with Yorkshire puddings.
Yorkshire Pudding: Combine flour, chives, salt and thyme in bowl. In separate bowl, whisk milk and eggs; gradually add to flour mixture. Beat until smooth. (Refrigerate up to 1 hour, if desired.) After removing roast, heat oven to 450 degrees F. Spoon butter into 12 muffin cups; tip to coat bottoms. Fill halfway with batter. Bake in 450 degrees F oven 15 to 18 minutes or until puffed and golden. Serve immediately."
20,Savory Grilled Beef Chuck Steaks,https://images.media-allrecipes.com/userphotos/250x250/979600.jpg,30,4 serving(s),"['1/4 cup steak sauce', '2 tablespoons packed brown sugar', '2 tablespoons fresh lime juice', '1/4 teaspoon ground red pepper', '4 boneless beef chuck eye steaks, cut 3/4 to 1 inch thick (about 1-3/4 pound']","Preheat barbecue grill. Combine steak sauce, brown sugar, lime juice, and pepper in small bowl; remove and reserve 2 tablespoons. Place steaks and remaining marinade in food-safe plastic bag; turn to coat. Refrigerate 10 minutes.
Remove steaks; discard marinade. Place steaks on grid over medium, ash-covered coals. Grill, uncovered, 16 to 20 minutes for medium rare to medium doneness, turning occasionally. Brush both sides with reserved marinade during last 2 minutes. Season with salt."
21,Swiss Steak Piperade,https://images.media-allrecipes.com/userphotos/250x250/980427.jpg,135,4 serving(s),"['1 3/4 pounds boneless beef chuck shoulder or eye or bottom round steaks, cut 3/4 inch thick', '1 tablespoon vegetable oil', '3/4 teaspoon salt', '1/2 teaspoon dried thyme', '1/4 teaspoon pepper', '1 large onion, chopped', '1 1/2 jalapeno peppers, thinly sliced', '4 medium tomatoes, chopped', '1/2 green bell pepper, cut into 1-inch pieces', '1/2 yellow bell pepper, cut into 1-inch pieces', '3 cups hot cooked pasta or rice']","Heat oven to 325 degrees F. Heat oil in Dutch oven over medium heat until hot. Brown beef steaks. Pour off drippings. Season with salt, thyme and pepper.
Sprinkle onion and jalapeno peppers on steaks. Add 1/4 cup water; bring to a boil. Cover tightly and cook in oven 45 minutes. Add tomatoes and bell peppers. Continue cooking, covered, 30 to 45 minutes or until steaks are fork-tender. Remove steaks; keep warm.
Cook juices over high heat 8 to 10 minutes or until sauce is slightly thickened, stirring frequently. Cut steaks into serving-size pieces; place in sauce. Serve over pasta."
22,Thai Rice Salad,https://images.media-allrecipes.com/userphotos/250x250/975626.jpg,50,6 serving(s),"['2 cups Safeway SELECT American Basmati Rice', '1 tablespoon minced or pressed garlic', '1 tablespoon minced fresh ginger', '2 tablespoons salad oil', '1 teaspoon curry powder', '1 (15 ounce) can light coconut milk', '1 1/3 cups chicken broth', '1 red bell pepper', '1 cup snow peas', '1 teaspoon grated lime peel', '1/4 cup lime juice', '1 tablespoon honey', '1/3 cup orange slices (optional)', '3 tablespoons minced fresh cilantro', 'Salt']","In a large bowl, stir rice in cool water; drain. Repeat several times until water is no longer cloudy. Drain rice.
In a 3- to 4- quart pan over medium heat, stir garlic and ginger in oil until lightly browned, about 3 minutes. Add rice and curry powder; stir 1 minute longer.
Add coconut milk and broth. Bring to a boil over high heat. Cover pan, turn heat to low, and cook until rice is tender to bite, about 20 minutes. Let cool about 45 minutes; stir occasionally.
Meanwhile, rinse, stem, seed, and chop bell pepper. Rinse peas and discard strings and stem ends; cut peas diagonally into 1/2 inch wide pieces.
In a 2 to 3 quart pan over high heat, bring 2 cups water to a boil. Add peas and bell pepper; cook just until tender crisp to bite, 1 to 2 minutes. Drain and immerse in ice water until cool, about 1 minute. Drain.
In a large bowl, mix lime peel, lime juice, and honey. Add rice, peas, bell pepper, orange slices (if using), and cilantro; mix well. Add salt to taste."
23,Safeway Chocolate Ribbon Pie,https://images.media-allrecipes.com/userphotos/250x250/985712.jpg,255,8 serving(s),"['4 ounces PHILADELPHIA Cream Cheese, softened', '2 tablespoons sugar', '1 tablespoon Lucerne Milk', '1 (8 ounce) tub COOL WHIP Whipped Topping, thawed, divided', '1 (6 ounce) OREO Pie Crust', '2 cups cold Lucerne Milk', '2 (3.9 ounce) packages JELL-O Chocolate Flavor Instant Pudding & Pie Filling', '2 tablespoons shaved chocolate for garnish']","Beat cream cheese, sugar and 1 tablespoon milk in large bowl with wire whisk until smooth. Gently stir in half of the whipped topping. Spread on bottom of crust.
Pour 2 cups cold milk into large bowl. Add dry pudding mixes. Beat with wire whisk 2 minutes or until well blended. (Mixture will be thick.) Pour over cream cheese layer.
Refrigerate 4 hours or until set. Just before serving, garnish with remaining whipped topping and 2 tablespoons shaved chocolate. Store leftover pie in refrigerator."
24,Decadent Triple-Layer Mud Pie,https://images.media-allrecipes.com/userphotos/250x250/986103.jpg,195,10 serving(s),"[""3 (1 ounce) squares BAKER'S Semi-Sweet Baking Chocolate, melted"", '1/4 cup canned sweetened condensed milk', '1 (6 ounce) OREO Pie Crust', '1/2 cup chopped toasted PLANTERS Pecans', '2 cups cold Lucerne Milk', '2 (3.9 ounce) packages JELL-O Chocolate Flavor Instant Pudding & Pie Filling', '1 (8 ounce) tub COOL WHIP Whipped Topping, thawed, divided']","Mix chocolate and condensed milk until well blended. Pour into crust; sprinkle with pecans.
Pour milk into large bowl. Add dry pudding mixes. Beat with wire whisk 2 minutes or until well blended. (Mixture will be thick.) Spoon 1 1/2 cups of the pudding over pecans in crust. Add half of the whipped topping to remaining pudding; stir with wire whisk until well blended. Spread over pudding layer in crust; top with remaining whipped topping.
Refrigerate 3 hours. Store leftover pie in refrigerator."
25,Tuna Stuffed Pockets,https://images.media-allrecipes.com/userphotos/250x250/983824.jpg,15,4 serving(s),"['1 (12.5 ounce) can Safeway SELECT tongol tuna packed in water, drained', '6 tablespoons Safeway SELECT Mayonnaise', '2 tablespoons lemon juice', '1/2 teaspoon curry powder, if desired', '2 stalks celery, thinly sliced', '1/4 cup roasted sunflower seeds', '4 pita breads']","Put tuna into a bowl. Stir in mayonnaise.
Stir in lemon juice, curry powder, if using, celery and sunflower seeds.
Spoon into pita pockets."
26,Kid-Approved Coleslaw,https://images.media-allrecipes.com/userphotos/250x250/981033.jpg,10,4 serving(s),"['1/3 cup Lucerne Sour Cream', '1/3 cup Safeway SELECT Mayonnaise', '1 teaspoon celery seed', '2 cups shredded coleslaw mix', '1 cup miniature marshmallows', '1 cup seedless green grapes, halved', '1 (8 ounce) can pineapple chunks, well drained']","In a small bowl, stir together sour cream, mayonnaise and celery seed.
In a medium bowl, stir together coleslaw mix, marshmallows, grapes and pineapple.
Add the dressing and toss well.
Refrigerate until chilled."
27,Cinnamon Crunch Marshmallow Squares,https://images.media-allrecipes.com/userphotos/250x250/983880.jpg,10,24 serving(s),"['4 tablespoons Lucerne Butter', '2 cups mini marshmallows', '1 cup white chocolate chips', '3 tablespoons Lucerne Milk', '1 (14 ounce) box box Cinnamon Crunch Cereal', '1 1/2 cups dry-roasted peanuts']","Line a 9 x 13-inch baking pan with heavy foil, letting it extend 2 to 3-inches over the rim of pan. Grease the foil with non-stick spray.
In a 4 quart saucepan over low heat, stir butter, marshmallows, chips and milk until melted and smooth. Stir in Safeway Cinni-Mini Cereal and peanuts. Stir until well coated.
Pour into prepared pan, spreading evenly. Let set until firm.
Remove from pan by pulling up on foil. Place on cutting board and cut into squares."
28,Ultimate Chocolate Caramel Pecan Pie,https://images.media-allrecipes.com/userphotos/250x250/987217.jpg,160,10 serving(s),"['3 cups PLANTERS Pecan Pieces, divided', '1/4 cup granulated sugar', '1/4 cup butter or margarine, melted', '1 (14 ounce) bag KRAFT Caramels, unwrapped', '2/3 cup Lucerne Whipping Cream, divided', ""8 (1 ounce) squares BAKER'S Semi-Sweet Baking Chocolate"", '1/4 cup powdered sugar', '1/2 teaspoon vanilla']","Preheat oven to 350 degrees F. Place 2 cups of the pecan pieces in food processor or blender container; cover. Process until finely ground, using pulsing action. Mix with granulated sugar and butter. Press firmly onto bottom and up side of 9-inch pie plate. Bake 12 to 15 minutes or until lightly browned. Cool completely. (If crust puffs up during baking, gently press down with back of spoon.)
Microwave the caramels and 1/3 cup of the whipping cream in microwavable bowl on High 2 1/2 to 3 minutes or until caramels are completely melted, stirring after each minute. Pour into crust. Chop remaining 1 cup pecans; sprinkle over pie.
Place the chocolate, remaining 1/3 cup whipping cream, the powdered sugar and vanilla in saucepan; cook on low heat just until chocolate is completely melted, stirring constantly. Pour over pie; gently spread to evenly cover top of pie. Refrigerate at least 2 hours. Store leftover pie in refrigerator."
29,Festive Cranberry - Pineapple Salad,https://images.media-allrecipes.com/userphotos/250x250/977713.jpg,314,14 serving(s),"['1 (20 ounce) can DOLE Crushed Pineapple, undrained', '1 (6 ounce) package JELL-O Brand Raspberry Flavor Gelatin', '1 (16 ounce) can whole berry cranberry sauce', '1 medium DOLE Apple, chopped', '2/3 cup chopped PLANTERS Walnuts']","Drain pineapple, reserving all of the liquid in a 1-quart liquid measuring cup. Remove 1 Tbsp. of the crushed pineapple; set aside for garnish. Add enough cold water to the reserved liquid to measure 3 cups; pour into large saucepan. Bring to boil; remove from heat. Add gelatin; stir at least 2 minutes until completely dissolved. Add cranberry sauce; stir until well blended. (Note: Due to the presence of whole berries in the cranberry sauce, the gelatin mixture will not be smooth.) Pour into large bowl. Refrigerate 1 1/2 hours or until slightly thickened (consistency of unbeaten egg whites.)
Stir in remaining pineapple, apple, and walnuts; stir gently until well blended. Pour into medium serving bowl.
Refrigerate 4 hours or until firm. Garnish with reserved crushed pineapple just before serving. Store leftover gelatin in refrigerator."
30,Snowman Cups,https://images.media-allrecipes.com/userphotos/250x250/976339.jpg,15,10 serving(s),"['4 cups cold Lucerne Milk', '2 pkg. (4 serving size) JELL-O Chocolate Flavor Instant Pudding & Pie Filling', '20 OREO Chocolate Sandwich Cookies, crushed, divided', '2 cups thawed COOL WHIP Whipped Topping', 'Assorted decorating gels']","Pour milk into large bowl. Add dry pudding mixes. Beat with wire whisk 2 minutes or until well blended. Let stand 5 minutes. Gently stir in 1 cup of the crushed cookies.
Divide remaining crushed cookies among bottoms of paper cups; cover with pudding mixture.
Drop spoonfuls of the whipped topping onto desserts to resemble snowmen. Decorate with gels for the ""eyes,"" ""noses"" and ""scarves."" Refrigerate until ready to serve. Store leftover desserts in refrigerator."
31,Double-Layer Pumpkin Pie,https://images.media-allrecipes.com/userphotos/250x250/983811.jpg,260,10 serving(s),"['1/2 (8 ounce) package PHILADELPHIA Cream Cheese, softened', '1 tablespoon milk', '1 tablespoon sugar', '1 (8 ounce) tub COOL WHIP Whipped Topping, thawed, divided', '1 (6 ounce) HONEY MAID Honey Graham Pie Crust', '1 cup Lucerne Milk', '1 (15 ounce) can pumpkin', '2 (3.4 ounce) packages JELL-O Vanilla Flavor Instant Pudding & Pie Filling', '1 teaspoon ground cinnamon', '1/2 teaspoon ground ginger', '1/4 teaspoon ground cloves']","Mix cream cheese, 1 tablespoon. milk and sugar in large bowl with wire whisk until well blended. Gently stir in half of the whipped topping. Spread into crust.
Pour 1 cup milk into large bowl. Add pumpkin, pudding mixes cinnamon, ginger, and cloves. Beat with wire whisk 2 minutes or until well blended. (Mixture will be thick.) Spread over cream cheese layer.
Refrigerate 4 hours or until set. Garnish with remaining whipped topping. Store leftover pie in refrigerator."
