,Title,Image,Total Time,Yields,Ingredients,Instructions
62,Orecchiette with Cheddar Sauce,https://images.media-allrecipes.com/userphotos/250x250/979321.jpg,35,4 serving(s),"['12 ounces dried orecchiette', '1 1/4 cups Lucerne Milk', '1 cup Lucerne Whipping Cream', '1 1/3 cups shredded Safeway SELECT New York Extra Sharp Cheddar Cheese', '2/3 cup shredded Asiago cheese', '2/3 cup shredded Safeway SELECT Sonoma Jack Jack Cheese', '3 ounces Safeway SELECT Primo Taglio Black Forest Ham, cut into 1/4-inch cubes', '1 dash cayenne pepper, or to taste', 'Salt and pepper to taste', '2/3 cup fine dried bread crumbs']","Preheat oven to 350 degrees F. In a 4- to 6-quart pan, bring about 3 quarts water to a boil over high heat; stir in pasta and cook, uncovered, until just tender to bite (10 to 12 minutes). Or cook pasta according to package directions.
Meanwhile, in a 1 1/2- to 2-quart pan, bring milk and cream to a simmer over medium heat. Add the cheddar, asiago, and jack cheeses, the ham, and the cayenne; stir until cheese is melted and smoothly blended into sauce. Season to taste with salt, and pepper.
Drain pasta well and transfer to a 9-inch-square baking dish (2- to 2 1/2-quart size). Pour cheese sauce over pasta and stir gently to mix well. Spread out evenly, then sprinkle with bread crumbs. Bake until top is golden brown and sauce is bubbly (15 to 20 minutes)."
63,Spinach-Oyster Bisque,https://images.media-allrecipes.com/userphotos/250x250/983068.jpg,25,4 serving(s),"['2 tablespoons Lucerne Sweet Cream Butter or margarine', '1 large onion, chopped', '2 tablespoons all-purpose flour', '1 teaspoon Worcestershire sauce', '1/4 teaspoon white pepper', '5 cups fat-free, reduced sodium chicken broth', '1/2 cup dry white wine', '1 (10 ounce) package frozen chopped spinach', '1 (10 ounce) jar shucked small oysters, cut into bite-size pieces; save liquid', 'Whole nutmeg or ground nutmeg']","Melt butter in a 4- to 5-quart pan over medium-high heat. Add onion and cook, stirring often, until onion begins to brown (6 to 8 minutes). Stir in flour, then add Worcestershire and pepper.
Remove pan from heat and gradually stir in broth, then wine and spinach. Return to high heat and cook, stirring, until spinach is thawed and mixture is boiling (about 5 minutes). Add oysters and their liquid; heat, stirring often, until steaming hot (1 to 2 more minutes).
Ladle bisque into bowls. Grate a little nutmeg onto each portion."
64,Honey-Wine Cornish Hens,https://images.media-allrecipes.com/userphotos/250x250/991656.jpg,30,4 serving(s),"['2 (1 1/4 pound) Rock Cornish hens', '12 small red thin-skinned potatoes (each about 2-in. diameter), scrubbed and quartered', '1/4 cup dry white wine or apple juice', '2 tablespoons Safeway SELECT Dijon mustard', '2 tablespoons honey', '1 tablespoon chopped fresh thyme, or 1 teaspoon dried', 'Thyme sprigs', 'Salt and pepper']","Preheat oven to 500 degrees F. Remove and reserve Cornish hen necks and giblets for other uses. With poultry shears or a sharp knife, split each hen in half, cutting along backbone and breastbone. Rinse hens and pat dry.
Place hens, skin side up, in a shallow 10- by 15-inch baking pan; scatter potatoes, cut side down, around hens. Bake in lower third of oven for 10 minutes. Meanwhile, in a small bowl, stir together wine, mustard, honey, and chopped thyme.
Baste hens liberally with mustard mixture. Continue to bake, basting liberally about every 5 minutes, until potatoes are tender when pierced and meat near thighbone is no longer pink; cut to test (about 15 more minutes).
To serve, place one hen half and a fourth of the potatoes on each of 4 individual plates; garnish with thyme sprigs. Season to taste with salt and pepper."
65,Shrimp in Tomato Cream,https://images.media-allrecipes.com/userphotos/250x250/987228.jpg,30,4 serving(s),"['1/3 cup oil-packed dried tomatoes', '1 clove garlic, minced or pressed', '1/4 cup thinly sliced green onions', '1 1/2 tablespoons chopped fresh basil leaves', '1/4 teaspoon white pepper', '1 cup fat-free reduced-sodium chicken broth', '3/4 cup dry vermouth', '3/4 cup Lucerne Whipping Cream', '10 ounces dried linguine', '12 ounces shelled, deveined cooked shrimp', 'Basil sprigs or slivers (optional)', 'Safeway SELECT Verdi Grated Parmesan Cheese']","Drain tomatoes, reserving 2 tablespoons of the oil. Cut tomatoes into thin slices and set aside.
Heat the reserved tomato oil in a wide frying pan over medium-high heat. Add garlic and onions; stir to coat with hot oil. Then add chopped basil, slivered tomatoes, pepper, broth, vermouth, and cream to pan. Bring to a boil over high heat; then boil, uncovered, stirring occasionally, until reduced to about 1 1/2 cups (10 to 12 minutes).
While you are preparing sauce, bring about 3 quarts water to a boil in a 5- to 6-quart pan over high heat; stir in pasta and cook, uncovered, until just tender to bite (about 10 minutes). Or cook pasta according to package directions. Drain well.
Add shrimp to sauce and stir just until heated through. Pour pasta onto a platter or individual plates; spoon sauce over pasta. Garnish with basil sprigs, if desired. Offer cheese to add to taste."
66,Kofte Meatball-Stuffed Pockets,https://images.media-allrecipes.com/userphotos/250x250/990381.jpg,25,4 serving(s),"['1 Lucerne Large egg', '1 pound ground lean beef', '3 tablespoons fine dried bread crumbs', '3 tablespoons pine nuts', '1 teaspoon ground cumin', '1/2 teaspoon ground cinnamon', '1/2 teaspoon pepper', '3 tablespoons fat-free reduced-sodium chicken broth or water', '1/3 cup thinly sliced green onions', '4 6- to 7-inch pocket breads', '1 cup Lucerne plain nonfat yogurt', '2 cups shredded iceberg lettuce']","Preheat oven to 450 degree F. In a large bowl, beat egg with a fork to blend. Add beef, bread crumbs, pine nuts, cumin, cinnamon, pepper, broth, and green onions. Mix well with your hands.
Shape mixture into 1 1/2-inch balls. Set meatballs slightly apart in a rimmed 10- by 15-inch baking pan.
Bake until no longer pink in center; cut to test (about 12 minutes).
While meatballs are baking, cut pocket breads in half crosswise. Wrap in foil and add to oven to warm during last 5 minutes. Fill warm pocket bread halves with hot meatballs. Add yogurt and lettuce to taste."
67,Southwestern Turkey Chili,https://images.media-allrecipes.com/userphotos/250x250/988106.jpg,20,4 serving(s),"['2 tablespoons minced fresh serrano or jalapeno chilies', '1 teaspoon ground cumin', '1 large onion, chopped', '1 pound ground turkey', '1 (15 ounce) can small white beans, rinsed and drained', '1 cup Lucerne Nonfat Milk', '2 (15 ounce) cans cream-style corn', 'Ground California or New Mexico chili', 'Salt', 'Lime Wedges']","In a 4- to 5-quart nonstick pan over high heat, stir serrano chilies, cumin, onion, and turkey until meat is crumbled and onion is soft (about 8 minutes).
Add beans, milk, and corn. Cook, stirring, just until hot (1 to 2 minutes).
Ladle chili into wide bowls. Sprinkle with ground chili and season to taste with salt. Serve with lime wedges to squeeze over portions to taste."
68,Rotelle with Broccoli,https://images.media-allrecipes.com/userphotos/250x250/978068.jpg,20,4 serving(s),"['12 ounces dried rotelle or other spiral-shaped pasta', '2 tablespoons Safeway SELECT Verdi Extra-Virgin Olive Oil', '1/4 teaspoon hot chili flakes', '2 cloves garlic, minced or pressed', '6 cups frozen Safeway SELECT Broccoli Florets', '1 teaspoon grated lemon peel', '1 1/2 cups part-skim ricotta cheese', 'Safeway SELECT Verdi Grated Romano or Parmesan Cheese']","In a 5- to 6-quart pan, bring about 3 quarts water to a boil over high heat; stir in pasta and cook, uncovered, until just tender to bite (about 10 minutes). Or cook pasta according to package directions.
Meanwhile, heat oil in a wide frying pan over medium-high heat. Add hot chili flakes, garlic, and broccoli; cook, stirring often, until broccoli starts to turn bright green (about 2 minutes). Add 1/4 cup water and bring to a boil; then reduce heat, cover, and simmer until broccoli is tender-crisp to bite (3 to 5 minutes). Remove from heat.
Drain pasta well and pour into a large bowl. Add broccoli mixture, lemon peel, and ricotta cheese; using 2 spoons, mix lightly. Spoon onto a platter or individual plates and offer romano cheese to add to taste."
69,Blackened Steak Salad,https://images.media-allrecipes.com/userphotos/250x250/979220.jpg,25,4 serving(s),"['12 ounces top sirloin steak (about 1 in. thick), trimmed of fat', '1 tablespoon Cajun or blackening spice blend', '1/2 cup Safeway SELECT Southwest Salsa', '1/2 cup Lucerne Nonfat Sour Cream', '2 tablespoons fresh lime juice', '2 (6 ounce) packages prewashed spinach', '1 (15 ounce) can black beans, rinsed and drained', '1 (7.25 ounce) jar roasted red peppers, drained and cut into thin strips']","Pat steak with spice blend to coat both sides evenly. Heat a 10- to 12-inch frying pan over medium-high heat. When pan is very hot, add steak. Cook, turning occasionally, until meat is well browned on the outside and done to your liking (about 14 minutes for medium-rare).
Meanwhile, in a blender or food processor, combine salsa, sour cream, and lime juice; whirl until smooth. Arrange spinach, beans, and peppers attractively in a large serving bowl.
When meat is done, cut it into thin bite-size slices; add to salad. At the table, pour dressing over salad and, using 2 spoons, mix lightly to coat with dressing. Season to taste with pepper."
70,Five Spice Drumettes,https://images.media-allrecipes.com/userphotos/250x250/981589.jpg,30,6 serving(s),"['4 pounds chicken drumettes', '1/4 cup Safeway SELECT Soy Sauce', '1/4 cup dry sherry', '1/4 cup honey', '2 tablespoons Asian (toasted) sesame oil', '1 1/2 teaspoons Chinese five-spice powder', '1 clove garlic, minced or pressed']","Rinse chicken and pat dry. In a large bowl, stir together soy sauce, sherry, honey, oil, five-spice, and garlic; add chicken and stir to coat evenly.
Lift chicken pieces from glaze (reserve any remaining glaze) and arrange in a single layer in 2 shallow 10- by 15-inch baking pans. Bake, uncovered, in a 500 degree oven until chicken is dark brown and meat near bone is no longer pink; cut to test (22 to 25 minutes). Halfway through baking time, switch positions of pans and brush chicken with reserved glaze. If necessary, add 1 tablespoon water to each pan near end of baking time to prevent scorching."
71,Creamy Tuna Spread,https://images.media-allrecipes.com/userphotos/250x250/987042.jpg,5,4 serving(s),"['3 ounces Lucerne Cream Cheese, softened', '1 (6 ounce) can Safeway SELECT Tongol Tuna, drained', '1 tablespoon lemon juice', '2 tablespoons sliced black olives, drained']","In a food processor with the metal blade, or in a blender, combine cream cheese, tuna and lemon juice. Process until smooth.
Stir in olives."
72,Peanutty Pumpkin Dip,https://images.media-allrecipes.com/userphotos/250x250/983244.jpg,10,8 serving(s),"['1 1/2 cups canned pumpkin', '1/2 cup chunky or creamy peanut butter', '2 tablespoons honey', '1/4 teaspoon ground cinnamon', 'Carrot sticks, celery sticks, apple slices for dipping']","In a medium bowl, stir together pumpkin, peanut butter, honey and cinnamon until well blended.
Refrigerate until chilled.
Serve with vegetable sticks and apple slices."
73,Marshmallow Fruit Salad,https://images.media-allrecipes.com/userphotos/250x250/980207.jpg,255,8 serving(s),"['1 (30 ounce) can fruit cocktail, well drained and blotted dry on paper towels', '1 (8 ounce) can pineapple chunks, well drained and blotted dry', '2 cups miniature marshmallows', '1/2 cup flaked coconut', '1 cup Lucerne Sour Cream']","In a large bowl, stir all ingredients together.
Cover and refrigerate at least 4 hours."
74,Pizza With a Secret,https://images.media-allrecipes.com/userphotos/250x250/991017.jpg,25,4 serving(s),"['1 (10 ounce) container refrigerated pizza crust dough', '1/3 cup tomato paste', '1/2 teaspoon dried oregano', '2 tablespoons drained Safeway SELECT Capers', '1 cup shredded low-fat, reduced-fat, light, or part-skim mozzarella, jack, or Swiss cheese', '1/4 cup Safeway SELECT Verdi Grated Parmesan Cheese or grated sapsago cheese', '1/3 cup slivered fresh basil', '1/2 teaspoon hot chili flakes']","Preheat oven to 425 degrees F. Unfold dough. Coat a 12- to 14-inch pizza pan or a 14- by 17-inch baking sheet with cooking oil spray. Pat dough into a 12-inch-diameter round with a slightly thicker 1/2-inch-wide rim.
Bake crust on lowest rack in oven until lightly browned on bottom, 6 to 8 minutes. Meanwhile, in a bowl, mix tomato paste, oregano, and 2 tablespoons water.
Spread tomato mixture over partly baked crust, but not the rim. Sprinkle with capers. Drop shredded mozzarella cheese in clusters onto tomato mixture, then sprinkle evenly with parmesan.
Return pizza to oven and bake until mozzarella softens (about 3 minutes). Scatter basil and chili flakes over pizza, then serve hot."
75,Quick Old-World Goulash,https://images.media-allrecipes.com/userphotos/250x250/980428.jpg,30,4 serving(s),"['12 ounces boneless beef top sirloin (about 1 in. thick), trimmed of fat', '4 ounces thin-sliced mushrooms', '1 large onion, thinly sliced', '2 tablespoons Hungarian or domestic paprika', '8 ounces dried wide egg noodles', '1 cup beef broth', '1 tablespoon cornstarch', '1 cup Lucerne Nonfat or Low-Fat Sour Cream', 'Salt and pepper', '2 tablespoons chopped parsley']","Cut beef across the grain into bite-size 1/8-inch-thick slices.
Place a wide nonstick frying pan over high heat. When pan is hot, add beef and stir-fry until lightly browned (2 to 3 minutes). Pour beef into a bowl. Add mushrooms to pan and cook, stirring often, until browned (3 to 4 minutes); add to beef.
Add onion to pan and stir until lightly browned (about 2 minutes). Reduce heat to medium and stir paprika into onion.
Meanwhile, in a 4- to 6-quart pan, bring about 3 quarts water to a boil over high heat; stir in noodles and cook, uncovered, until barely tender to bite (4 to 5 minutes); or cook noodles according to package directions. Drain and place on a large, deep platter; keep warm.
In a small bowl, mix broth and cornstarch; add to onion mixture in pan and stir just until mixture boils (about 2 minutes).
Return beef and mushrooms to pan, stirring until hot (about 1 1/2 minutes). Add sour cream and stir just until heated through (about 1 minute). Season to taste with salt and pepper.
Spoon beef mixture over hot noodles. Sprinkle with parsley."
76,Speedy Minestrone Soup,https://images.media-allrecipes.com/userphotos/250x250/982717.jpg,30,6 serving(s),"['1 (49.5 fluid ounce) can reduced-sodium chicken broth', '1 (28 ounce) can pear-shaped tomatoes', '2 cups chopped zucchini', '1 cup elbow macaroni', '8 ounces cubed Safeway SELECT Sonoma Jack Cheese', '1 (7 ounce) container Safeway SELECT Verdi Classic Pesto', 'Safeway SELECT Verdi Shredded Parmesan Cheese']","Pour broth into a 5- to 6-quart pan. Add tomatoes (break up with a spoon) and their liquid, zucchini, and macaroni.
Cover and bring to a boil over high heat. Then reduce heat and simmer until pasta is tender to bite (18 to 20 minutes).
Ladle soup into bowls and add jack cheese. Pass bowls of pesto and parmesan cheese to add to individual servings to taste."
77,Garlic Lover's Turkey Enchiladas,https://images.media-allrecipes.com/userphotos/250x250/992006.jpg,30,6 serving(s),"['2 cups shredded or coarsely chopped cooked turkey', ""2 cups Safeway SELECT Garlic Lover's Salsa, divided"", '2 cups Lucerne Shredded Sharp Cheddar Cheese, divided', '1 cup Lucerne Low-Fat Lemon-Flavored Yogurt', '2 tablespoons chopped fresh cilantro', '1/2 teaspoon ground cumin', '1/4 teaspoon crushed hot chili flakes', '6 flour tortillas (each about 8 inches in diameter)', '6 large pitted ripe black olives, halved lengthwise']","Preheat oven to 400 degrees. In a large bowl, combine turkey, 1 cup of the salsa, 1 cup of the cheese, yogurt, cilantro, cumin, and hot chili flakes to taste.
Spoon a sixth of the turkey mixture down center of each tortilla; roll to enclose. Lay filled tortillas, seam side down, in an oiled 8- by 12-inch baking pan. Top enchiladas with remaining 1 cup salsa and 1 cup cheese.
Bake, uncovered, until cheese is bubbly and enchiladas are heated through (about 25 minutes). Top each enchilada with 2 olive halves."
78,Caponata Fettuccine,https://images.media-allrecipes.com/userphotos/250x250/980914.jpg,40,6 serving(s),"['Caponata:', '3/4 pound Japanese eggplants, ends trimmed, cut into 1/2-inch pieces', '1 onion, thinly sliced', '3 cloves garlic, minced or pressed', '3 tablespoons Safeway SELECT Verdi Olive Oil', '1 tablespoon sugar', '1/2 teaspoon salt', '1/2 cup prepared sundried tomato and olive pasta sauce', '2 (9 ounce) packages Safeway SELECT Verdi Egg Fettuccine', '4 cups broccoli florets (1 in. in size)', '1 (15 ounce) can garbanzos, rinsed and drained', '1/2 cup dry red wine', 'Salt and pepper']","In a 6-quart pan, bring 4 quarts of water to a boil over high heat.
Meanwhile, in a 12- to 14-inch nonstick frying pan with a lid, combine eggplant, onion, garlic, olive oil, sugar, and salt. Cover pan and place over medium-high heat. Cook vegetables, covered but stirring occasionally, until they are soft and eggplant is browned, about 15 minutes.
To boiling water, add fettuccine and broccoli; cook, uncovered, until both are tender to bite, 3 to 4 minutes. Drain well, rinse with cool water to stop cooking, then drain well again.
Add pasta sauce to eggplant mixture and cook until heated through, about 1 minute. Add garbanzos and wine and heat until simmering. Stir often until heated through, 3 to 4 minutes.
Transfer pasta and broccoli to a large serving bowl. Add caponata mixture and mix well. Season to taste with salt and pepper."
79,Thai-spiced Lamb in Lettuce Cups,https://images.media-allrecipes.com/userphotos/250x250/992390.jpg,30,4 serving(s),"['2 teaspoons Safeway SELECT Verdi Extra-Virgin Olive Oil', '1 pound lean ground lamb', '1/4 cup minced onion', '1 clove garlic, minced or pressed', '1/4 cup dry sherry', '1/4 cup chicken broth', '2 tablespoons Safeway SELECT Gourmet Club Soy Sauce', '2 tablespoons Safeway SELECT Seasoned Rice Vinegar', '1 tablespoon sugar', '1 tablespoon Asian (toasted) sesame oil', '2 teaspoons cornstarch', '1 1/4 teaspoons hot chili oil', '1/2 cup minced fresh mint leaves', '1/2 cup minced fresh basil leaves', '3 cups hot cooked medium-grain rice (see notes)', '16 large butter lettuce leaves, rinsed and crisped']","Pour olive oil into a 10- to 12-inch nonstick frying pan over medium-high heat. When pan is hot, add lamb, onion, and garlic. Stir often, crumbling meat as you go, until it is well browned, about 12 minutes; drain off and discard any fat in pan.
In a small bowl, mix together sherry, broth, soy sauce, rice vinegar, sugar, sesame oil, cornstarch, and hot chili oil until well blended. Add this mixture to lamb along with 1/4 cup mint and 1/4 cup basil. Stir until boiling; remove from heat.
Mound rice equally on 4 dinner plates, then top each with equal portions of lamb mixture. Sprinkle equally with remaining mint and basil. Arrange lettuce leaves decoratively, cupped side up, around lamb and rice. To eat, scoop lamb and rice onto lettuce leaves and pick up."
80,Frosted Pecan Drumsticks,https://images.media-allrecipes.com/userphotos/250x250/977878.jpg,0,6 serving(s),"['Non stick vegetable coating', '1/2 cup buttermilk', '1 egg', '1 tablespoon Safeway SELECT Dijon mustard', 'Pepper to taste (optional)', '1 1/2 cups Frosted Flakes, crushed', '3/4 cup finely chopped pecans', '3/4 teaspoon salt, or to taste', '6 chicken drumsticks']","Line a shallow baking pan with foil. Spray foil with non stick vegetable coating.
In a shallow bowl or pie dish, whisk buttermilk, egg, mustard and pepper, if using, until blended. In another shallow dish mix Honey Corn Crackles, pecans and salt.
Dip chicken pieces in buttermilk mixture to coat completely. Dip in crumbs, turning and patting until well coated.
Place at least 1-inch apart in prepared pan. Spray tops with non stick coating.
Bake at 400 degrees for 30 to 35 minutes or until all pink is gone when cut into."
81,Chicken Soppresata,https://images.media-allrecipes.com/userphotos/250x250/977879.jpg,30,4 serving(s),"['4 boned, skinned chicken breasts', '4 green onions, ends trimmed', '1 tablespoon Safeway SELECT Verdi Extra-Virgin Olive Oil', '4 thin slices Safeway SELECT Primo Taglio Soppresata', '1/2 cup chicken broth', '1 clove garlic, minced or pressed', '1 tablespoon Safeway SELECT Dijon Mustard', '1 tablespoon lemon juice', '1 tablespoon minced fresh basil leaves', 'Fresh basil sprigs (optional)']","Rinse chicken; pat dry. With a heavy, flat mallet, gently pound chicken breasts between sheets of plastic wrap until meat is evenly 1/2 inch thick. Set aside.
Chop green onions. Add onions to oil in a 12- to 14-inch nonstick frying pan over medium-high heat. Stir often until onions are lightly browned, about 3 minutes.
Lay a slice of soppresata on each chicken breast, pressing lightly so that the two meats stick together. Push onions aside and add chicken, soppresata side down, to pan. Cook just until edges of soppresata begin to brown on underside, about 4 minutes. Turn chicken over and cook until no longer pink in center (cut to test), about 4 more minutes. Transfer chicken, soppresata side up, to a platter; keep warm.
To frying pan, add broth, garlic, mustard, lemon juice, and basil leaves. Boil over high heat for 1 minute, then pour over chicken. Garnish chicken with basil sprigs if desired."
82,Soy-Honey Grilled Flank Steak,https://images.media-allrecipes.com/userphotos/250x250/976253.jpg,35,6 serving(s),"['1/2 cup Safeway SELECT Verdi Red Wine Vinegar', '1/2 cup Safeway SELECT Gourmet Club Soy Sauce', '1/4 cup minced fresh ginger', '3 tablespoons honey', '1 tablespoon salad oil', '4 cloves garlic, minced or pressed', '1 teaspoon pepper', '1 (2 pound) flank steak, fat trimmed', 'Lime wedges (optional)']","Lightly oil and preheat barbecue grill. In a 9- by 13-inch pan or heavy gallon-size plastic food bag, mix together vinegar, soy sauce, ginger, honey, oil, garlic, and pepper. Add steak (close bag if using) and turn to coat. Let stand at room temperature, turning occasionally, for 20 minutes.
Drain steak; discard marinade. Grill 4 to 6 inches above a solid bed of hot coals (you can hold your hand at grill level only 2 to 3 seconds) or on a gas grill on high; close lid on gas grill. Cook meat, turning to brown evenly, until pink in the thickest part for medium-rare (cut to test), 10 to 12 minutes.
Transfer steak to a cutting board and garnish with lime wedges. Thinly slice meat across the grain to serve. Offer lime wedges to squeeze over individual portions to taste."
83,Pan Grilled Tuna with Soba,https://images.media-allrecipes.com/userphotos/250x250/986846.jpg,30,4 serving(s),"['1/3 cup coarsely chopped roasted, salted macadamia nuts', '1 1/2 cups chicken broth', '1/2 pound dried buckwheat soba noodles', '1 1/3 pounds tuna (ahi), cut 1 inch thick, thawed if frozen, rinsed and patted dry', '3 tablespoons lime juice', '1/2 cup thinly sliced green onions', '1/4 cup chopped fresh cilantro', '2 tablespoons Safeway SELECT Gourmet Club Soy Sauce', '2 teaspoons Asian (toasted) sesame oil', 'Cilantro sprigs', 'Lime wedges']","In a 10- to 12-inch nonstick frying pan over high heat, stir macadamias frequently until golden brown, 3 to 4 minutes. Pour from pan and set aside.
In a 2-qt. pan over high heat, bring broth and 2 cups water to a boil. Add noodles, reduce heat slightly, and simmer, stirring occasionally, until tender to bite, 6 to 7 minutes.
While noodles cook, heat a 12- to 14-inch nonstick frying pan over high heat. When pan is hot, add tuna and cook on each side, turning once, until browned on surface, 4 to 5 minutes total. Cut to test; tuna should be white to about 1/4 inch deep, and still red in center (see notes).
When noodles are done, stir in lime juice, green onions, and chopped cilantro.
Spoon noodle mixture equally onto 4 serving plates. Slice tuna steaks thinly, if desired. Top noodles with tuna or serve alongside. Mix together soy sauce and sesame oil and drizzle over each portion. Garnish with cilantro sprigs and lime wedges."
84,Smoked Pork Chops with Sauteed Apples and Currants,https://images.media-allrecipes.com/userphotos/250x250/984024.jpg,30,4 serving(s),"['3 tablespoons Lucerne Sweet Cream Butter', '2 tablespoons dried currants', '4 large Golden Delicious apples, peeled, cored, and each cut into 8 wedges', '4 (6 ounce) bone-in smoked pork chops', '3 teaspoons sugar']","In a 12- to 14-inch nonstick frying pan over high heat, stir 1 teaspoon butter with the currants until the currants puff, about 2 minutes. Pour currants from pan into a small bowl and set aside.
To pan, add 1 1/2 more tablespoons butter. Reduce heat to medium-high and lay apple wedges in pan in a single layer. Cook until apples are lightly browned and feel soft when pressed, 15 to 20 minutes; turn slices occasionally with a spatula to brown both sides.
While apples cook, add remaining butter to another 12- to 14-inch frying pan over medium-high heat. Add pork chops and cook, turning occasionally, until meat is lightly browned and heated through, 5 to 7 minutes. Transfer to a platter and keep warm.
When apples are done, sprinkle fruit with sugar and return currants to pan. Shake pan to mix and brown apples for 1 more minute. Spoon apples and currants over pork chops and serve."
85,Polenta with Sausage and Greens,https://images.media-allrecipes.com/userphotos/250x250/991335.jpg,25,4 serving(s),"['3 cups chicken broth', '2 cups Safeway SELECT Organic Milk', '1 cup polenta or yellow cornmeal', '2 teaspoons Safeway SELECT Verdi Olive Oil', '1/2 pound Safeway SELECT Hot Italian Sausages, casings discarded', '2 cloves garlic, minced or pressed', '1/4 teaspoon hot chili flakes (optional)', '1 pound washed and cut mustard greens', '1/3 cup Safeway SELECT Verdi Shredded Parmesan Cheese', 'Salt and pepper']","In a 3- to 4-quart pan, mix broth, milk, and polenta. Stir over high heat until boiling; reduce heat to low and stir often until polenta is smooth to taste, 12 to 15 minutes. If polenta is thicker than desired, stir in 2 to 4 tablespoons water.
Meanwhile, pour oil into a 5- to 6-quart pan over high heat. When oil is hot, add sausages and break apart with a spoon. Add garlic and chili flakes, if using; stir often until meat is browned and crumbled, about 4 minutes. Add mustard greens and stir often until wilted, about 2 minutes.
Spoon polenta equally into 4 bowls. Top equally with sausage-mustard green mixture. Sprinkle with cheese and add salt and pepper to taste."
86,Pork Chops Braised with Cider Vinegar,https://images.media-allrecipes.com/userphotos/250x250/982495.jpg,30,4 serving(s),"['1 tablespoon Safeway SELECT Verdi Olive Oil', '4 center-cut loin pork chops (about 1 in. thick)', '1 red onion, halved and thinly slivered lengthwise', '2 cloves garlic, minced', '1/4 cup apple cider vinegar', '1 tablespoon Safeway SELECT Gourmet Club Soy Sauce', '1 tablespoon honey', 'Salt and pepper']","Pour oil into a 10- to 12-inch nonstick frying pan over medium-high heat. When hot, add pork chops and cook, turning once, until browned on both sides, about 4 minutes total. Transfer to a plate. Add onion and garlic to pan. Stir frequently until onion is limp, about 5 minutes.
Stir in vinegar, soy sauce, and honey, and return pork chops to pan. Reduce heat, cover, and simmer until pork chops are barely pink in center (cut to test), 3 to 5 minutes.
Place each pork chop on a plate and top equally with onion mixture. Add salt and pepper to taste."
87,Chicken in Orange Cream,https://images.media-allrecipes.com/userphotos/250x250/975785.jpg,30,6 serving(s),"['2 pounds boned, skinned chicken thighs', 'Salt and pepper', '3 tablespoons all-purpose flour', '1 1/2 teaspoons all-purpose flour', '2 tablespoons Lucerne Sweet Cream Butter', '2 tablespoons Safeway SELECT Verdi Olive Oil', '1/2 cup dry white wine', '2 tablespoons fresh orange juice', '1 tablespoon finely grated orange peel', '1 tablespoon thinly sliced green onion (including green tops)', '2 teaspoons sugar', '1 clove garlic, minced or pressed', '1/4 teaspoon dried tarragon', '1/2 cup Lucerne Light Sour Cream', 'Orange wedges']","Rinse chicken and pat dry. Sprinkle with salt and pepper on all sides. Add 3 tablespoons flour to a shallow bowl. Turn chicken in flour a few pieces at a time to coat all sides; shake off excess.
In a 12- to 14-inch nonstick frying pan over medium-high heat, melt butter with oil. When pan is hot, add chicken. Cook, turning once, until chicken is well browned and no longer pink in center of thickest part (cut to test), 10 to 12 minutes; be careful as oil may splatter.
To pan add wine, orange juice, orange peel, onion, sugar, garlic, and tarragon. Stir to scrape free any browned bits from pan bottom. Cover pan and simmer chicken and sauce 2 minutes.
Transfer chicken with tongs or a slotted spoon to a platter; keep warm. Mix together sour cream and remaining 11/2 teaspoon flour, then whisk mixture into sauce in pan. Simmer sauce, whisking until thickened, 1 to 2 minutes.
Pour sauce over chicken and garnish with orange wedges."
88,Pepper and Eggplant Focaccia,https://images.media-allrecipes.com/userphotos/250x250/989089.jpg,35,4 serving(s),"['1 (1 pound) eggplant, ends trimmed and cut into 1/2-inch-thick slices', '1/4 cup Safeway SELECT Verdi Olive Oil', 'Salt and pepper', '2 (4 ounce) loaves Safeway SELECT Artisan Italian Focaccia', '1/4 cup minced fresh basil leaves', '2 ounces fresh baby spinach leaves, rinsed and drained', '1 (15 ounce) jar roasted red peppers, drained', '1 cup thinly sliced red onion', '8 ounces mozzarella cheese, sliced or shredded']","Preheat oven broiler. Arrange eggplant slices in a single layer on a nonstick broiler pan; brush tops with 1 tablespoon of the oil. Season to taste with salt and pepper. Turn slices over; brush with 1 tablespoon of oil and season to taste with salt and pepper. Broil eggplant about 6 inches from heat until tops are well browned, about 7 minutes.
While eggplant broils, cut each focaccia in half crosswise. Then cut pieces in half horizontally. Arrange focaccia, cut side up, in a single layer on a 12- by 15-inch baking sheet.
When eggplant is browned on top, turn slices. Put focaccia in the oven on a rack below the eggplant; broil until eggplant is browned on second side and bread is lightly toasted, 6 to 7 minutes. Remove focaccia and eggplant from oven; leave focaccia on baking sheet.
Combine basil with remaining 2 tablespoons oil. Spread this mixture equally over cut sides of focaccia. Top each equally with spinach, eggplant slices, peppers, onion, and cheese.
Broil sandwiches 6 inches away from heat until cheese is browned and bubbling, about 4 minutes. Season to taste with salt and pepper."
